Vanvard	VANPN
eisini	DN
nógv	APSNPN
sereyðkenni	SNPN
eru	VNPP3
,	,
og	C
at	C
munirnir	SMPNA
millum	EA
londini	SNPAA
eru	VNPP3
fleiri	ACSMPN
og	C
størri	ACSMPN
enn	DN
vit	P1PN
fyrr	DCN
hava	VNPP3
verið	VA
varug	APSNPN
við	EN
.	.

Millum	EA
onnur	PINPA
kunnu	VNPP3
nevnast	VE
Toppsteinur	SMSNL
,	,
ið	CR
stendur	VNPS3
nakað	PINSN
norðanfyri	DN
Kvívalsheyg	SMSAL
,	,
Tingsteinur	SMSNL
,	,
inni	DN
á	ED
Skálabotni	SMSDL
og	C
Løgmundaroyra	SFSNL
,	,
ið	CR
er	VNPS3
úti	DN
í	ED
Fjarðará	SFSDL
.	.

Stendur	VNPS3
tað	PNSN
til	EA
deildarleiðaran	SMSAA
,	,
Sigmar	SMSAP
Davidsen	SXP
,	,
fara	VNPP3
økta	VANSN
virksemið	SNSNA
og	C
framtíðarætlanirnar	SFPNA
hjá	ED
Føroya	SFPGL
Sparikassa	SMSD
at	CI
hava	VI
við	ED
sær	PNSD
ein	PIMSA
spildurnýggjan	APSMSA
sparikassa	SMSA
í	ED
Fuglafirði	SMSDL

Hetta	PDNSN
sæst	VEPS3
aftur	DN
í	ED
kassanum	SMSDA
hjá	ED
Sigmari	SMSDP
Davidsen	SXP
.	.

Kvinnurnar	SFPNA
streyma	VNPP3
til	EA
HF	T
-	-
skúlan	SMSAA
í	ED
Klaksvík	SFSDL

-	-
Tí	C
kunnu	VNPP3
vit	P1PN
ikki	DN
flyta	VNPP3
næmingar	SMPA
úr	ED
Klaksvík	SFSDL
og	C
á	EA
Kambsdal	SMSAL
ella	C
øvugt	DN
.	.

Nú	DN
nærmasti	ASWMSN
studentaskúlin	SMSNA
er	VNPS3
á	ED
Kambsdali	SMSDL
,	,
eru	VNPP3
tað	PNSN
mong	PINPN
sum	CR
velja	VI
at	CI
taka	VI
eitt	NCNSA
ella	C
tvey	NCNPA
ár	SNPA
frí	DN
frá	ED
skúla	SMSD
og	C
so	DN
leggja	VNPP3
fyri	EN
aftur	DN
á	ED
HF	T
-	-
skúlanum	SMSDA
.	.

Summarfrítíðin	SFSNA
er	VNPS3
tó	DN
nýtt	VAFSN
til	EN
at	CI
gera	VI
minni	DCN
umvælingar	SFPA
,	,
so	DN
triðja	NONSN
flokshølið	SNSNA
verður	VNPS3
klárt	APSNSN
.	.

Hesar	PDFPA
upplýsingar	SFPA
veitti	VNAS3
Farstøðin	SFSNA
ferðamanninum	SMSDA
kvøldið	SNSAA
fyri	EN
.	.

Sum	C
sligin	VAMSN
á	EA
nevið	SNSAA
stóð	VNAS3
ferðamaðurin	SMSNA
nú	DN
sjálvur	APSMSN
annar	PIMSN
,	,
forfjónaður	VAMSN
á	ED
alfaravegi	SMSD
,	,
meðan	C
Bygdaleiðir	SFPN
hvurvu	VNAP3
inn	DN
í	EA
døkka	APWNSA
bergið	SNSAA
.	.

Miskunsami	APWMSN
kvívíkingurin	SMSNA

Tí	C
nú	DN
er	VNPS3
vandi	SMSN
fyri	ED
,	,
at	C
hon	PFSN
fer	VNPS3
á	EA
tvang	SMSA
.	.

Samstundis	DN
varð	VNAS3
gjørt	VA
greitt	APSNSN
,	,
at	C
verður	VNPS3
skuldin	SFSNA
ikki	DN
goldin	VAFSN
,	,
verður	VNPS3
úrtøka	SFSN
gjørd	VAFSN
í	ED
felagnum	SNSDA
.	.

Týsmorgun	SMSA
vóru	VNAP3
seðlarnir	SMPNA
við	ED
teimum	PDNPD
2.077	NC
skinnunum	SNPDA
býttir	VAMPN
út	DN
.	.

Ein	NCMSN
tími	SMSN
er	VNPS3
at	CI
sigla	VI
av	ED
Klaksvík	SFSDL
og	C
inn	DN
á	EA
Borðoyarvík	SFSAL
,	,
og	C
fjøld	SFSN
av	ED
bátum	SMPD
stevndi	VNAS3
alt	DN
fyri	EA
eitt	PINSA
út	DN
eftir	ED
Klaksvíkini	SFSDL
.	.

Flestu	ASSFPN
grindir	SFPN
í	ED
august	SMSD

Tí	C
hava	VNPP3
teir	PMPN
nú	DN
valt	VA
at	CI
leiga	VI
eitt	PINSA
skip	SNSA
og	C
so	DN
royna	VI
at	CI
fáa	VI
fleiri	ACSMPA
kalvar	SMPA
í	EA
senn	SX
.	.

Tað	PNSN
ganga	VNPP3
nakrir	PIMPN
tímar	SMPN
ímillum	EN
.	.

At	C
ala	VI
kalva	SMSA
tekur	VNPS3
drúgva	APSFSA
tíð	SFSA
.	.

Hann	PMSN
hevur	VNPS3
fiskað	VA
háv	SMSA
og	C
kalva	SMSA
.	.

Týskararnir	SMPNA
hildu	VNAP3
,	,
at	C
tað	PNSN
fór	VNAS3
at	CI
vera	VI
ein	PIFSN
vánalig	APSFSN
loysn	SFSA
,	,
um	C
enn	C
hon	PFSN
var	VNAS3
bílig	APSFSN
.	.

-	-
Loysnin	SFSNA
er	VNPS3
fullveldi	SNSN

-	-
Skipanin	SFSNA
,	,
sum	CR
Ísland	SNSNL
og	C
Danmark	SNSNL
valdu	VNAP3
og	C
sum	CR
onnur	PINPN
lond	SNPN
eisini	DN
hava	VNPP3
valt	VA
er	VNPS3
eisini	DN
ein	PIFSN
góð	APSFSN
skipan	SFSN
.	.

Men	C
fyri	EA
meg	P1SA
er	VNPS3
tað	PNSN
avgerandi	VP
,	,
at	C
vit	P1PN
fáa	VNPP3
einar	PIFPA
frælsar	APSFPA
Føroyar	SFPAL
við	ED
fullum	APSNSD
fullveldi	SNSD
.	.

Nýggir	APSMPN
vinnuvegir	SMPN

Høgni	SMSNP
Hoydal	SMSAL
er	VNPS3
fegin	APSMSN
um	EA
Hvítubók	SFSA
,	,
og	C
vónar	VNPS3
hann	PMSN
,	,
at	C
hon	PFSN
fer	VNPS3
at	CI
verða	VI
ein	PIMSN
góður	APSMSN
amboðskassi	SMSN
at	CI
nýta	VI
í	ED
einari	PIFSD
løgtingsviðgerð	SFSD
av	ED
fullveldisætlanum	SFPD
landsstýrissins	SNSGA
.	.

Nú	DN
grunnurin	SMSNA
er	VNPS3
staðfestur	VAMSN
tvær	NCFPA
reisur	SFPA
av	ED
somu	APWFSD
samgongu	SFSD
,	,
stendur	VNPS3
bert	DN
eftir	EN
at	CI
finna	VI
út	DN
av	ED
,	,
hvussu	DN
hann	PMSN
verður	VNPS3
skipaður	VAMSN
og	C
ikki	DN
minst	DSN
fíggjaður	VAMSN
.	.

Sostatt	DN
hevur	VNPS2
tú	P2SN
ikki	DN
uppgivið	VA
at	CI
fáa	VI
hendur	SFPA
á	ED
pengunum	SMPDA
hjá	ED
ALS	T
til	EA
barnsburðargrunnin	SMSAA
?	?

Slíkt	APSNSN
tekur	VNPS3
tíð	SFSA
.	.

Lógin	SFSNA
um	EA
grunnin	SMSAA
skal	VNPS3
eisini	DN
verða	VI
samtykt	VAFSN
á	ED
tingi	SNSD
fyrst	DSN
.	.

mai	SMSA
.	.

Undirvísingar	SNSNA
-	-
og	C
mentamálastýrið	SNSNA
hevur	VNPS3
kortini	DN
umboð	SNPA
við	ED
,	,
sigur	VNPS3
Elsa	SFSNP
Birgitta	SFSNP
Petersen	SXP
.	.

Samskiftið	SNSNA
millum	EA
Føroya	SFPGL
Lærarafelag	SNSA
og	C
landsstýrismannin	SMSAA
í	ED
undirvísingarmálum	SNPD
hevur	VNPS3
ikki	DN
verið	VA
so	DN
gott	APSNSN
farnu	APWFSD
tíðina	SFSAA
.	.

Heitið	SNSNA
stavar	VNPS3
frá	ED
fyrsta	ASWNSD
tiltakinum	SNSDA
á	ED
skránni	SFSDA
í	EA
kvøld	SNSA
.	.

Tey	PDNPN
fýra	NC
café	SFSG
-	-
kvøldini	SNPNA
fara	VNPP3
ymisk	APSNPN
listafólk	SNPN
at	CI
sýna	VI
fram	DN
myndir	SFPA
og	C
málningar	SMPA
í	ED
forhøllini	SFSDA
á	ED
Meiarínum	SNSDA
.	.

Her	DN
kunnu	VNPP3
nevnast	VE
Føroya	SFPGL
Keypsamtøka	SFSN
,	,
P/F	T
Frants	SMSNP
Restorff	SXP
,	,
P/F	T
Poul	SMSNP
Michelsen	SXP
,	,
Hjalmar	SMSNP
Jacobsen	SXP
Bókhandil	SMSN
,	,
Sosialurin	SMSNA
,	,
Konditaríið	SNSNA
,	,
MÁF	T
,	,
Margarinfabrikkin	SFSNA
,	,
Føroya	SFPGL
Læraraskúli	SMSN
og	C
Sjónleikarhúsið	SNSNA
.	.

,	,
og	C
4	NOMSD
.	.

Nú	DN
skal	VNPS3
Tórsvøllur	SMSN
standa	VI
sína	PFSA
roynd	SFSA

Nýggj	APSNPN
høli	SNPN
at	CI
hita	VI
upp	DN
í	ED

Enn	DN
hevur	VNPS3
12	NOMSN
.	.

Stúra	VNPP3
so	DN
illa	DN
at	C
tey	PNPN
vilja	VNPP3
ikki	DN
hava	VI
børn	SNPA

Stúra	VNPP3
fyri	ED
framtíðini	SFSDA

Tí	C
heldur	VNPS3
býráðsformaðurin	SMSNA
í	ED
Vági	SMSDL
,	,
at	C
lykilin	SMSN
til	EA
framburð	SMSA
í	ED
Suðuroynni	SFSDAL
,	,
er	VNPS3
,	,
at	CI
fáa	VI
fleiri	ACSNPA
støðug	APSNPA
arbeiðspláss	SNPA
í	EA
oynna	SFSAA
.	.

Betri	ACSNSA
ferðasamband	SNSA

Tað	PNSN
førir	VNPS3
harafturat	DN
eykakostnað	SMSA
við	ED
sær	PNSD
,	,
so	DN
at	C
virkini	SNPNA
í	ED
Suðuroynni	SFSDAL
eru	VNPP3
eisini	DN
verri	DCN
fyri	EN
í	ED
kappingini	SFSDA
.	.

Soleiðis	DN
ljóðar	VNPS3
ein	PIFSN
av	ED
trimum	NCFPD
aðalhugsjónum	SFPD
í	ED
sonevndu	APWFSD
0	NC
-	-
loysnini	SFSDA
í	ED
Svøríki	SNSDL
,	,
ið	CR
hevur	VNPS3
til	EG
endamáls	SNSG
at	CI
sleppa	VI
undan	ED
deyða	SMSD
og	C
álvarsligum	APSMSD
løsti	SMSD
í	ED
ferðsluni	SFSDA
.	.

Bilførarin	SMSNA
ræður	VNPS3

Læknin	SMSNA
og	C
løgtingsmaðurin	SMSNA
,	,
Jenis	SMSNP
av	ED
Rana	SMSDL
,	,
heldur	VNPS3
tað	PNSA
vera	VI
sjálvsagt	APSNSA
,	,
at	C
málið	SNSNA
skal	VNPS3
kannast	VE
.	.

Fyrispurningurin	SMSNA
frá	ED
Jenisi	SMSDP
av	ED
Rana	SMSDL
til	EA
Landsstýrismannin	SMSAA
í	ED
vinnumálum	SNPD
verður	VNPS3
væntandi	VP
settur	VAMSN
um	EA
tríggjar	NCFPA
vikur	SFPA
.	.

Hvivltenni	SNSNL
varð	VNAS3
fyri	ED
knøppum	APSNPD
15	NC
árum	SNPD
síðani	DN
bygdur	VAMSN
at	CI
fiska	VI
við	ED
einum	PINSD
troli	SNSD
,	,
og	C
tískil	DN
er	VNPS3
maskinorkan	SFSNA
eisini	DN
hareftir	DN
.	.

-	-
Svarið	SNSNA
úr	ED
Fiskimálastýrinum	SNSDA
hevur	VNPS3
hvørja	PFSA
ferð	SFSA
verið	VA
,	,
at	C
arbeitt	VA
verður	VNPS3
við	EN
at	CI
leggja	VI
fram	DN
eitt	PINSA
uppskot	SNSA
um	EA
endurnýggjan	SFSA
av	ED
fiskiflotanum	SMSDA
,	,
men	C
enn	DN
er	VNPS3
einki	PINSN
hent	VANSN
,	,
sigur	VNPS3
Kjartan	SMSNP
Joensen	SXP
,	,
ið	CR
fýlist	VEPS3
á	EA
,	,
at	C
myndugleikarnir	SMPNA
leggja	VNPP3
so	DN
lítið	DN
í	EA
høvuðsvinnu	SFSA
okkara	P1PG
,	,
fiskivinnuna	SFSAA
.	.

Kjartan	SMSNP
Joensen	SXP
vil	VNPS3
ikki	DN
siga	VI
,	,
um	C
nøkur	PIFSN
skuld	SFSN
var	VNAS3
í	ED
skipinum	SNSDA
.	.

Visti	VNAS2
tú	P2SN
ikki	DN
betur	DN
,	,
so	DN
helt	VNAS2
tú	P2SN
allar	PIFPA
fimm	NC
vera	VNPP3
av	ED
arabiskum	APSMSD
uppruna	SMSD
.	.

Var	VNAS3
tað	PNSN
ikki	DN
Jesus	SMSNP
,	,
sum	CR
segði	VNAS3
:	:
»	»
latið	VMP
øll	PINPN
fólkasløgini	SNPNA
koma	VI
til	EA
mín	P1SA
«	«
.	.

Og	C
spurningarnir	SMPNA
koma	VNPP3
eisini	DN
.	.

Tær	PFPN
eru	VNPP3
nøkunlunda	DN
javngamlar	APSFPN
+	+
tær	PFPN
eru	VNPP3
føroyingar	SMPN
,	,
tær	PFPN
høvdu	VNAP3
allar	PIFPN
ætlanir	SFPA
at	CI
fáa	VI
sær	PFPD
eina	PIFSA
útbúgving	SFSA
,	,
tær	PFPN
møttu	VNAP3
allar	PIFPN
muslimskum	APSMPD
monnum	SMPD
,	,
og	C
í	EA
dag	SMSA
eru	VNPP3
tær	PFPN
allar	PIFPN
konverteraðar	VAFPN
til	EA
islam	SNSAA
.	.

Sunnimuslimur	SMSN
.	.

Tey	PNPN
hava	VNPP3
í	EA
dag	SMSA
trý	NC
børn	SNPA
.	.

Men	C
eftir	EN
at	C
tær	PFPN
giftust	VEAP3
,	,
gjørdu	VNAP3
tær	PFPN
sum	CR
Amina	SFSNP
:	:
Tær	PFPN
valdu	VNAP3
familjuna	SFSAA
framum	EN
.	.

Vit	P1PN
hava	VNPP1
t.d.	T
sama	APSMSA
gud	SMSA
.	.

(	(
Allah	SMSNP
(	(
Gud	SMSNP
)	)
er	VNPS3
einastandandi	VP
.	.

Og	C
tá	DN
undraði	VNAS3
tað	PNSN
meg	P1SA
mangan	DN
,	,
at	C
ápostlarnir	SMPNA
í	ED
Bíbliuni	SFSDA
skuldu	VNAP3
siga	VI
so	DN
nógv	DN
ymiskt	APSNSN
.	.

Ongin	PIMSN
kann	VNPS3
verða	VI
borin	VAMSN
í	EA
heim	SMSA
sum	C
syndari	SNSN
.	.

Zakat	F
:	:
Tað	PNSN
er	VNPS3
,	,
at	C
hvørt	PINSN
húski	SNSN
eina	PIFSA
ferð	SFSA
árliga	DN
letur	VNPS3
2	NC
%	%
av	ED
møguliga	DN
yvirskotinum	SNSD
í	ED
húsarhaldinum	SNSDA
til	EA
illa	DN
stødd	APSNPA
-	-
fólk	SNPA
í	ED
neyð	SFSD
.	.

Ikki	DN
minst	DSN
at	CI
minnast	VI
tær	PDFPA
fimm	NC
bønirnar	SFPAA
til	EA
Allah	SMSAP
um	EA
dagin	SMSAA
.	.

-	-
Tað	PNSN
er	VNPS3
rætt	APSNSN
,	,
at	C
maðurin	SMSNA
er	VNPS3
høvdið	SNSNA
í	ED
familjuni	SFSDA
.	.

Soleiðis	DN
kunnu	VNPP1
vit	P1PN
so	DN
eisini	DN
siga	VI
um	EA
mannin	SMSAA
í	ED
einum	PINSD
húski	SNSD
,	,
heldur	VNPS3
Amina	SFSNP
Poulsen	SXP
.	.

Men	C
hvat	PNSA
gert	VNPS2
tú	P2SN
so	DN
tann	PDMSA
dagin	SMSAA
,	,
dóttir	SFSN
tín	P2SG
ynskir	VNPS3
at	CI
gerast	VE
kristin	APSFSN
,	,
also	DN
at	CI
venda	VI
aftur	DN
til	EA
tína	P2SG
barnatrúgv	SFSA
?	?

Bera	VI
turriklæði	SNSA

Og	C
tað	PNSN
verður	VNPS3
sanniliga	DN
gingið	VA
høgt	DN
upp	DN
í	EN
at	CI
goyma	VI
hárið	SNSAA
.	.

Haraftrat	DN
eru	VNPP3
lógirnar	SFPNA
í	ED
Danmark	SNSDL
soleiðis	DN
,	,
at	C
tú	P2SN
hevur	VNPS2
ikki	DN
loyvi	SNSA
at	CI
gera	VI
mun	SMSA
á	ED
fólki	SNSD
.	.

Tær	PDFPN
tríggjar	NCFPN
fegnast	VEPP3
tó	DN
um	EA
,	,
at	C
foreldur	SNPN
teirra	PFPG
ongantíð	DN
hava	VNPP3
vent	VA
teimum	PFPD
bakið	SNSAA
,	,
og	C
at	C
tær	PFPN
framvegis	DN
hava	VNPP3
gott	APSNSA
samband	SNSA
við	EA
tey	PNPA
.	.

Men	C
so	DN
líðandi	DN
eru	VNPP3
tey	PNPN
eisini	DN
farin	VANPN
at	CI
taka	VI
hendan	PDMSA
táttin	SMSAA
í	ED
seyðahaldinum	SNSDA
upp	DN
aðrastaðni	DN
,	,
og	C
nú	DN
er	VNPS3
tað	PNSN
als	DN
ikki	DN
óvanligt	APSNSN
at	CI
hava	VI
veðrar	SMPA
norðanfjørðs	DN
.	.

Ein	PIMSN
bóndi	SMSN
,	,
vit	P1PN
hava	VNPP3
tosað	VA
við	EN
,	,
heldur	VNPS3
,	,
at	C
kraftfóður	SNSN
,	,
sum	CR
verður	VNPS3
givið	VANSN
í	ED
skýmingini	SFSDA
,	,
tá	C
ið	C
seyðurin	SMSNA
er	VNPS3
liðugur	APSMSN
at	CI
eta	VI
fyri	EA
dagin	SMSAA
,	,
og	C
leggur	VNPS3
seg	PMSA
,	,
hilnast	VNPS3
betur	DCN
enn	DN
tað	PDNSN
,	,
sum	CR
verður	VNPS3
givið	VANSN
aðrar	PIFPA
tíðir	SFPA
á	ED
degnum	SMSDA
.	.

Gamalt	APSNSN
er	VNPS3
fletta	VI
veðrar	SMPA
á	EA
mikkjalsmessu	SFSAA
,	,
sum	CR
er	VNPS3
29	NC
.	.

Tað	PNSN
ber	VNPS3
til	EN
at	CI
bíða	VI
við	EN
at	CI
fletta	VI
veðrarnar	SMPAA
til	EA
hálvan	APSMSA
oktober	SMSA
,	,
men	C
so	DN
mugu	VNPP3
teir	PMPN
takast	VE
.	.

Ein	PIMSN
máti	SMSN
er	VNPS3
at	CI
saga	VI
tey	PNPA
fesk	APSNPA
sundur	DN
til	EA
kotelettir	SFPA
,	,
tað	PNSN
er	VNPS3
eisini	DN
ein	PIMSN
góður	APSMSN
døgverði	SMSN
.	.

Hann	PMSN
verður	VNPS3
síðani	DN
hongdur	VAMSN
upp	DN
at	CI
ræsa	VI
.	.

Veðrar	SMPN
og	C
lomb	SNPN
,	,
verða	VNPP3
eygleidd	VANPN
og	C
mett	VANPN
verður	VNPS3
um	EA
stødd	SFSA
og	C
vekt	SFSA
.	.

Og	C
prísurin	SMSNA
bara	DN
hækkar	VNPS3
,	,
siga	VNPP3
tær	PDFPN
báðar	PIFPN
fyritøkurnar	SFPNA
vit	P1PN
hava	VNPP1
tosað	VA
við	EN
.	.

Fyri	ED
heilt	DN
stuttari	APSFSD
tíð	SFSD
síðani	DN
keypti	VNAS3
fyritøkan	SFSNA
fyri	EA
ikki	DN
minni	DCN
enn	DN
200	NC
mió.	T
krónur	SFPA
frá	ED
taiwanskum	APSFPD
fyritøkum	SFPD
,	,
men	C
eftir	DA
jarðskjálvtan	SMSAA
er	VNPS3
virðið	SNSNA
á	ED
goymsluni	SFSDA
hækkað	VANSN
til	EA
280	NC
mió.	T
krónur	SFPA
.	.

Harafturímóti	DN
er	VNPS3
verri	DCN
statt	DN
við	ED
marknaðinum	SMSDA
fyri	EA
grafisk	APSNPA
'	'
chips	F
'	'
.	.

Vinna	SFSN
:	:
Ein	PIMSN
av	ED
heimsins	SMSGA
størstu	ASSMSD
vindmylluframleiðarum	SMSD
,	,
danska	APWFSN
fyritøkan	SFSNA
NEG	T
Micon	F
,	,
misti	VNAS3
eftir	ED
fáum	APSMPD
minuttum	SMPD
2,3	NC
mia	T
.	.

krónur	SFPA
upp	DN
á	EA
trý	NCNPA
korter	SNPA
.	.

Tað	PNSN
eru	VNPP3
trupulleikar	SMPA
við	ED
stýringini	SFSDA
av	ED
gomlum	APSFPD
og	C
nýggjum	APSFPD
mylluverkætlanum	SFPD
og	C
stórar	APSFPN
umvælingarútreiðslur	SFPN
til	EA
vánaligar	APSMPA
girkassar	SMPAA
,	,
sum	CR
hava	VNPP3
tvungið	VA
fyritøkuna	SFSA
á	EA
knæ	SNSA
.	.

Eingin	PIFSN
meining	SFSN
er	VNPS3
í	ED
at	CI
áleggja	VI
lærarunum	SMPDA
størri	ACSFPA
arbeiðsuppgávur	SFPA
,	,
um	C
ikki	DN
teir	PMPN
fáa	VNPP3
eyka	DN
tíð	SFSA
fyri	EA
hetta	PDNSA
.	.

Lærarafelagið	SNSNA
sigur	VNPS3
,	,
at	C
løgtingslimirnir	SMPNA
,	,
sum	CR
samtyktu	VNAP3
lógina	SFSAA
,	,
lurtaðu	VNAP3
ikki	DN
eftir	ED
ávaringunum	SFPDA
um	EA
,	,
at	C
lógin	SFSNA
fór	VNAS3
at	CI
kosta	VI
meira	DCN
enn	DN
fyrrv.	T
landsstýrismaðurin	SMSNA
í	ED
skúlamálum	SNPD
segði	VNAS3
.	.

Hinvegin	DN
lovaði	VNAS3
landsstýrismaðurin	SMSNA
,	,
at	C
Smyril	SMSN
fer	VNPS3
at	CI
sigla	VI
til	EG
Vágs	SMSGL
mitt	DN
í	ED
viku	SFSD
ístaðin	DN
.	.

Færri	ACSFPN
ferðir	SFPN

Tað	PNSN
stendur	VNPS3
nógv	APSNSN
upp	DN
á	EA
spæl	SNSA
bæði	DN
hjá	ED
KÍ	T
og	C
ÍF	T
,	,
sum	CR
tørna	VI
saman	DN
í	ED
Klaksvík	SFSDL
seinnapartin	SMSAA
.	.

Fyri	ED
einari	PIFSD
viku	SFSD
síðani	DN
vistu	VNAP1
vit	P1PN
,	,
at	C
vit	P1PN
høvdu	VNAP1
tveir	NCMPA
møguleikar	SMPA
,	,
og	C
tá	C
vit	P1PN
so	DN
at	CI
siga	VI
beinanvegin	DN
kendu	VNAP3
,	,
at	C
tað	PNSN
fór	VNAS3
ikki	DN
at	CI
bera	VI
til	EN
at	CI
vinna	VI
á	ED
B36	T
,	,
so	DN
var	VNAS3
tað	PNSN
sum	C
um	EN
vit	P1PN
meiri	DCN
ella	C
minni	DCN
-	-
um	EA
enn	DN
ikki	DN
av	ED
fríum	APSMSD
vilja	SMSD
-	-
góvu	VNAP1
skarvin	SMSAA
yvir	EN
.	.

Í	ED
fótbóltsprátinum	SNSDA
í	ED
Klaksvík	SFSDL
í	ED
vikuni	SFSDA
hevur	VNPS3
ljóðað	VA
,	,
at	CI
Kurt	SMSNP
Mørkøre	SXP
skuldi	VNAS3
vera	VI
við	EN
í	EA
dag	SMSA
,	,
men	C
sum	C
vit	P1PN
hava	VNPP1
skilt	VA
tað	PNSA
,	,
so	DN
hevur	VNPS3
hetta	PDNSN
verið	VA
uppi	DN
og	C
vent	VA
,	,
uttan	C
at	C
tað	PNSN
er	VNPS3
vorðið	VANSN
til	EA
veruleika	SMSA
.	.

Eftir	EA
vikuskiftið	SNSAA
fór	VNAS3
Símun	SMSNP
niður	DN
aftur	DN
til	EA
Aarhus	F
,	,
og	C
eftir	ED
tí	PNSD
,	,
sum	CR
vit	P1PN
hava	VNPP1
skilt	VA
úr	ED
Fuglafirði	SMSDL
,	,
so	DN
kemur	VNPS3
hann	PMSN
ikki	DN
upp	DN
at	CI
hjálpa	VI
til	EN
í	EA
dag	SMSA
.	.

Tað	PNSN
er	VNPS3
Kongaliga	APWNSN
Kapellið	SNSNA
,	,
sum	CR
eigur	VNPS3
hesa	PDFSA
violinina	SFSAA
.	.

Danski	APWMSN
strúkarin	SMSNA
hevði	VNAS3
ikki	DN
hug	SMSA
at	CI
spæla	VI
sjálvur	APSMSN
,	,
men	C
hann	PMSN
hevði	VNAS3
einki	PINSA
ímóti	ED
,	,
at	C
violinin	SFSNA
hjá	ED
honum	PMSD
varð	VNAS3
handað	VAFSN
millum	EA
fólkini	SNPAA
,	,
bæði	DN
leik	APSNPA
og	C
lærd	APSNPA
.	.

Andras	SMSNP
L	X
.	.

Gundadalshøllin	SFSNA
í	ED
Havn	SFSDL
verður	VNPS3
í	EA
dag	SMSA
karmur	SMSN
um	EA
stóra	APWMSA
føðingardagin	SMSAA
hjá	ED
dagrøktini	SFSDA

Í	EA
kvøld	SNSA
skipa	VNPP1
vit	P1PN
fyri	ED
einum	PINSD
tiltaki	SNSD
fyri	ED
dagrøktarmammunum	SFPDA
,	,
sigur	VNPS3
Brynhild	SFSNP
Joensen	SXP
,	,
sum	CR
hevur	VNPS3
verið	VA
leiðari	SMSN
á	ED
dagrøktarskipanini	SFSDA
seinastu	ASWNPA
trý	NCNPA
árini	SNPAA
.	.

Nógvir	APSMPN
batar	SMPN

Ung	APSFSN
Framtíð	SFSN

Býti	SNSN
,	,
var	VNAS3
sambært	ED
John	SMSDP
virðisbýti	SNSN
millum	EA
einstaklingar	SMPA
og	C
bólkar	SMPN
við	ED
mótstandandi	VP
krøvum	SNPD
.	.

Hini	PDNPN
eru	VNPP3
fólk	SNPN
,	,
ið	CR
eru	VNPP3
okkurt	PINSN
serligt	APSNSN
.	.

Fólkaræði	SNSN
og	C
tjóð	SFSN

Andstøðulimurin	SMSNA
í	ED
býráðnum	SNSDA
greiðir	VNPS3
frá	ED
,	,
at	C
øll	PINPN
minnilutauppskotini	SNPNA
fullu	VNAP3
á	ED
býráðsfundinum	SMSDA
mánadagin	SMSAA
,	,
men	C
hetta	PDNSN
heldur	VNPS3
hann	PMSN
kortini	DN
ikki	DN
merkja	VI
,	,
at	C
fíggjarlógaruppskotið	SNSNA
hjá	ED
samgonguni	SFSDA
kann	VNPS3
samtykkjast	VE
uttan	DN
atkvøðurgreiðslu	SFSA
.	.

Serfrøðingar	SMPN
í	ED
yvirtrekki	SNSD

Eingin	PIFSN
loysn	SFSN
at	CI
seta	VI
ein	PIMSA
veðurfrøðing	SMSA
í	ED
Føroyum	SFPDL

Men	C
hann	PMSN
viðgongur	VNPS3
,	,
at	C
fimm	NC
daga	SMPG
forsøgnin	SFSNA
kann	VNPS3
verða	VI
óneyv	APSFSN
teir	PDMPN
seinastu	ASWNPA
dagarnar	SMPAA
.	.

Jógvan	SMSNP
á	ED
Argjaboða	SMSDL
sigur	VNPS3
,	,
at	C
nú	DN
eru	VNPP3
tað	PNSN
fyri	EA
tað	PNSA
allarmesta	ASSNSA
teldur	SFPN
,	,
sum	CR
gera	VNPP3
forsagnirnar	SFPAA
.	.

Tað	PNSN
eru	VNPP3
eisini	DN
nógvir	APSMPN
útróðrarmenn	SMPN
,	,
sum	CR
siga	VNPP3
,	,
at	C
teir	PMPN
heldur	DCN
brúka	VI
íslendsku	APWFSA
veðurtænastuna	SFSAA
?	?

Føroyski	APWMSN
marknaðurin	SMSNA
er	VNPS3
lyklamarknaðurin	SMSNA
,	,
men	C
tað	PNSN
er	VNPS3
útheiminum	SMSDA
,	,
teir	PMPN
miða	VNPP3
eftir	EN
.	.

-	-
Tá	C
ið	C
tú	P2SN
fært	VNPS2
eitt	PINSA
slíkt	APSNSA
hugskot	SNSA
,	,
er	VNPS3
umráðandi	AI
,	,
at	C
tú	P2SN
byrjar	VNPS2
í	ED
hinum	PDMSD
endanum	SMSDA
og	C
kannar	VNPS2
,	,
hvat	PNSA
tilfarið	SNSNA
kann	VNPS3
brúkast	VEPS3
til	EA
.	.

Tí	C
hava	VNPP1
vit	P1PN
valt	VA
at	CI
fara	VI
undir	ED
framleiðslu	SFSD
av	ED
praktiskum	APSFPD
vørum	SFPD
.	.

Magni	SMSNP
kann	VNPS3
kortini	DN
ikki	DN
tryggja	VI
,	,
at	C
vørurnar	SFPNA
,	,
teir	PMPN
hava	VNPP3
sett	VANPN
í	EA
framleiðslu	SFSA
,	,
eru	VNPP3
úr	ED
føroyskum	APSNSD
skinni	SNSD
.	.

Ferðavinnan	SFSNA
er	VNPS3
